관리번호,수목명,수목구분,수목유형,식재일,관리기관전화번호,관리기관명,데이터기준일자,공원명,공원관리번호,도로명주소,지번주소,수목위치,수목위도,수목경도,흉고직경,근원직경,수령,보호덮개,보호틀,뿌리융기여부,통기,지장물,수목사진,기타사진
11230-00037-0010,메타세쿼이아,공원수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,6시,37.57891083,127.0596848,0.35,0.43,27,,,N,N,,02-11230-00037-0010-01.jpg,02-11230-00037-0010-02.jpg
11230-00014-0011,은행나무,공원수,교목,1988-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,5시,37.57156754,127.0691833,0.31,0.34,39,,대상형,N,N,,02-11230-00014-0011-01.jpg,02-11230-00014-0011-02.jpg
11230-00037-0011,느티나무,공원수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,11시,37.57940292,127.0596848,0.2,0.23,25,,,N,N,,02-11230-00037-0011-01.jpg,02-11230-00037-0011-02.jpg
11230-00014-0012,은행나무,공원수,교목,1969-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,5시,37.57155991,127.0691681,0.46,0.5,58,,,N,N,,02-11230-00014-0012-01.jpg,02-11230-00014-0012-02.jpg
11230-00014-0013,느티나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,10시,37.57173473,127.0688941,0.29,0.34,36,,,N,N,,02-11230-00014-0013-01.jpg,02-11230-00014-0013-02.jpg
11230-00037-0012,단풍나무,공원수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57942312,127.0597538,0.13,0.16,31,,,N,N,,02-11230-00037-0012-01.jpg,02-11230-00037-0012-02.jpg
11230-00037-0013,단풍나무,공원수,교목,1996-04-08,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57943793,127.0597494,0.13,0.15,31,,,N,N,,02-11230-00037-0013-01.jpg,02-11230-00037-0013-02.jpg
11230-00014-0014,은행나무,공원수,교목,1982-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,5시,37.57159042,127.0691528,0.36,0.41,45,,,N,N,,02-11230-00014-0014-01.jpg,02-11230-00014-0014-02.jpg
11230-00014-0015,은행나무,공원수,교목,1993-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,5시,37.57155991,127.0691376,0.27,0.32,34,,,N,N,,02-11230-00014-0015-01.jpg,02-11230-00014-0015-02.jpg
11230-00037-0014,벚나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,6시,37.57886505,127.0596237,0.04,0.11,5,,,N,N,,02-11230-00037-0014-01.jpg,02-11230-00037-0014-02.jpg
11230-00014-0016,은행나무,공원수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,10시,37.5717167,127.0689139,0.18,0.21,23,,,N,N,,02-11230-00014-0016-01.jpg,02-11230-00014-0016-02.jpg
11230-00037-0015,단풍나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57941691,127.0597376,0.07,0.1,17,,,N,N,,02-11230-00037-0015-01.jpg,02-11230-00037-0015-02.jpg
11230-00037-0016,단풍나무,공원수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57941778,127.0597557,0.09,0.11,21,,,N,N,,02-11230-00037-0016-01.jpg,02-11230-00037-0016-02.jpg
11230-00037-0017,벚나무,공원수,교목,2019-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,6시,37.57887268,127.0596542,0.06,0.09,8,,,N,N,,02-11230-00037-0017-01.jpg,02-11230-00037-0017-02.jpg
11230-00014-0017,은행나무,공원수,교목,1982-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,6시,37.5716095,127.0691376,0.36,0.41,45,,대상형,N,N,,02-11230-00014-0017-01.jpg,02-11230-00014-0017-02.jpg
11230-00014-0018,은행나무,공원수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,6시,37.57159805,127.0691071,0.24,0.25,30,,,N,N,,02-11230-00014-0018-01.jpg,02-11230-00014-0018-02.jpg
11230-00037-0018,소나무,공원수,교목,1974-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57947777,127.0597998,0.28,0.31,53,,,N,N,,02-11230-00037-0018-01.jpg,02-11230-00037-0018-02.jpg
11230-00015-0001,잣나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,12시,37.56822826,127.0674143,0.15,0.19,24,,,N,N,,02-11230-00015-0001-01.jpg,02-11230-00015-0001-02.jpg
11230-00014-0019,은행나무,공원수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,10시,37.57171447,127.0688762,0.28,0.36,35,,,N,N,전깃줄,02-11230-00014-0019-01.jpg,02-11230-00014-0019-02.jpg
11230-00037-0019,벚나무,공원수,교목,2007-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,6시,37.57888031,127.0596771,0.16,0.21,20,,,N,N,,02-11230-00037-0019-01.jpg,02-11230-00037-0019-02.jpg
11230-00015-0002,잣나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,12시,37.56822825,127.0674284,0.11,0.14,17,,,N,N,,02-11230-00015-0002-01.jpg,02-11230-00015-0002-02.jpg
11230-00037-0020,소나무,공원수,교목,1979-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57942717,127.0598022,0.25,0.29,48,,,N,N,,02-11230-00037-0020-01.jpg,02-11230-00037-0020-02.jpg
11230-00015-0003,느티나무,공원수,교목,1980-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,12시,37.56822151,127.0673897,0.38,0.46,47,,,N,N,,02-11230-00015-0003-01.jpg,02-11230-00015-0003-02.jpg
11230-00015-0004,단풍나무,공원수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,12시,37.56822586,127.0674667,0.09,0.14,21,,,N,N,,02-11230-00015-0004-01.jpg,02-11230-00015-0004-02.jpg
11230-00015-0005,잣나무,공원수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,12시,37.56822586,127.0674896,0.19,0.23,30,,,N,N,,02-11230-00015-0005-01.jpg,02-11230-00015-0005-02.jpg
11230-00015-0006,잣나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,12시,37.56822968,127.0675125,0.11,0.16,17,,,N,N,,02-11230-00015-0006-01.jpg,02-11230-00015-0006-02.jpg
11230-00015-0007,잣나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,1시,37.56822586,127.0675278,0.15,0.18,24,,,N,N,,02-11230-00015-0007-01.jpg,02-11230-00015-0007-02.jpg
11230-00015-0008,잣나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,1시,37.56822968,127.0675507,0.12,0.15,19,,,N,N,,02-11230-00015-0008-01.jpg,02-11230-00015-0008-02.jpg
11230-00037-0021,벚나무,공원수,교목,2015-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,6시,37.57889557,127.0596924,0.1,0.16,12,,,N,N,,02-11230-00037-0021-01.jpg,02-11230-00037-0021-02.jpg
11230-00037-0022,소나무,공원수,교목,1972-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57946167,127.0598169,0.29,0.32,55,,,N,N,,02-11230-00037-0022-01.jpg,02-11230-00037-0022-02.jpg
11230-00014-0020,잣나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57155991,127.0693512,0.18,0.2,28,,,N,N,,02-11230-00014-0020-01.jpg,02-11230-00014-0020-02.jpg
11230-00014-0021,느티나무,공원수,교목,1980-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,10시,37.57168592,127.0689016,0.38,0.49,47,,,Y,N,,02-11230-00014-0021-01.jpg,02-11230-00014-0021-02.jpg
11230-00008-0001,산딸나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,한내공원,11230-00008,,서울특별시 동대문구 장안동 348,1시,37.5679301,127.0712979,0.11,0.18,19,,,N,N,,02-11230-00008-0001-01.jpg,02-11230-00008-0001-02.jpg
11230-00014-0022,잣나무,공원수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57157516,127.0693893,0.17,0.2,27,,,N,N,,02-11230-00014-0022-01.jpg,02-11230-00014-0022-02.jpg
11230-00037-0023,소나무,공원수,교목,1977-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57948238,127.0598085,0.26,0.29,50,,,N,N,전깃줄,02-11230-00037-0023-01.jpg,02-11230-00037-0023-02.jpg
11230-00014-0023,은행나무,공원수,교목,1978-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57158661,127.0693665,0.39,0.44,49,,,N,N,,02-11230-00014-0023-01.jpg,02-11230-00014-0023-02.jpg
11230-00037-0024,단풍나무,공원수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57934307,127.0597405,0.15,0.16,35,,,N,N,,02-11230-00037-0024-01.jpg,02-11230-00037-0024-02.jpg
11230-00008-0002,은행나무,공원수,교목,1979-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,한내공원,11230-00008,,서울특별시 동대문구 장안동 348,1시,37.56793594,127.0713043,0.38,0.51,48,,,N,N,,02-11230-00008-0002-01.jpg,02-11230-00008-0002-02.jpg
11230-00014-0024,은행나무,공원수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,9시,37.57168144,127.0688563,0.3,0.38,38,,,N,N,,02-11230-00014-0024-01.jpg,02-11230-00014-0024-02.jpg
11230-00037-0025,산수유,공원수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,6시,37.57893372,127.0597153,0.11,0.14,44,,,N,N,,02-11230-00037-0025-01.jpg,02-11230-00037-0025-02.jpg
11230-00026-0001,느릅나무,공원수,교목,1977-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,동산공원,11230-00026,,서울특별시 동대문구 답십리동 998-1,12시,37.56716919,127.057518,0.41,0.53,50,,,N,N,전깃줄,02-11230-00026-0001-01.jpg,02-11230-00026-0001-02.jpg
11230-00014-0025,잣나무,공원수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57161713,127.0693512,0.27,0.31,42,,,N,N,,02-11230-00014-0025-01.jpg,02-11230-00014-0025-02.jpg
11230-00037-0026,잣나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57938389,127.0597023,0.21,0.22,33,,,N,N,,02-11230-00037-0026-01.jpg,02-11230-00037-0026-02.jpg
11230-00014-0026,잣나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57161713,127.0693817,0.18,0.2,28,,,N,N,,02-11230-00014-0026-01.jpg,02-11230-00014-0026-02.jpg
11230-00015-0009,잣나무,공원수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,1시,37.56822968,127.0675583,0.09,0.14,14,,,N,N,,02-11230-00015-0009-01.jpg,02-11230-00015-0009-02.jpg
11230-00008-0003,벚나무,공원수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,한내공원,11230-00008,,서울특별시 동대문구 장안동 348,1시,37.56794739,127.0713196,0.11,0.18,14,,,N,N,,02-11230-00008-0003-01.jpg,02-11230-00008-0003-02.jpg
11230-00014-0027,은행나무,공원수,교목,1974-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,1시,37.57160568,127.0694199,0.42,0.47,53,,,N,N,,02-11230-00014-0027-01.jpg,02-11230-00014-0027-02.jpg
11230-00037-0027,잣나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57936097,127.0597044,0.23,0.25,36,,,N,N,,02-11230-00037-0027-01.jpg,02-11230-00037-0027-02.jpg
11230-00026-0002,잣나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,동산공원,11230-00026,,서울특별시 동대문구 답십리동 998-1,12시,37.56718063,127.0575562,0.11,0.13,17,,,N,N,전깃줄,02-11230-00026-0002-01.jpg,02-11230-00026-0002-02.jpg
11230-00014-0028,은행나무,공원수,교목,1990-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,9시,37.57165909,127.0688934,0.29,0.33,37,,,N,N,,02-11230-00014-0028-01.jpg,02-11230-00014-0028-02.jpg
11230-00037-0028,산딸나무,공원수,교목,2004-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,6시,37.57894516,127.0597305,0.13,0.16,23,,,N,N,,02-11230-00037-0028-01.jpg,02-11230-00037-0028-02.jpg
11230-00008-0004,은행나무,공원수,교목,1990-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,한내공원,11230-00008,,서울특별시 동대문구 장안동 348,1시,37.56792365,127.0713839,0.29,0.38,37,,,N,N,,02-11230-00008-0004-01.jpg,02-11230-00008-0004-02.jpg
11230-00014-0029,잣나무,공원수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57165909,127.0693588,0.27,0.3,42,,,N,N,,02-11230-00014-0029-01.jpg,02-11230-00014-0029-02.jpg
11230-00014-0030,잣나무,공원수,교목,2007-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57165909,127.069397,0.13,0.16,20,,,N,N,,02-11230-00014-0030-01.jpg,02-11230-00014-0030-02.jpg
11230-00014-0031,은행나무,공원수,교목,1974-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57165527,127.0694427,0.42,0.5,53,,,N,N,전깃줄,02-11230-00014-0031-01.jpg,02-11230-00014-0031-02.jpg
11230-00037-0029,사과나무,공원수,교목,2009-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.5793479,127.0597134,0.09,0.11,18,,,N,N,,02-11230-00037-0029-01.jpg,02-11230-00037-0029-02.jpg
11230-00026-0003,잣나무,공원수,교목,2011-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,동산공원,11230-00026,,서울특별시 동대문구 답십리동 998-1,12시,37.56716919,127.0575943,0.1,0.12,16,,,N,N,전깃줄,02-11230-00026-0003-01.jpg,02-11230-00026-0003-02.jpg
11230-00008-0005,은행나무,공원수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,한내공원,11230-00008,,서울특별시 동대문구 장안동 348,2시,37.56789017,127.0714188,0.32,0.41,40,,,N,N,,02-11230-00008-0005-01.jpg,02-11230-00008-0005-02.jpg
11230-00014-0032,은행나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,8시,37.57164745,127.0689403,0.26,0.31,33,,,N,N,,02-11230-00014-0032-01.jpg,02-11230-00014-0032-02.jpg
11230-00014-0033,잣나무,공원수,교목,1993-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57170486,127.0693893,0.22,0.24,34,,,N,N,,02-11230-00014-0033-01.jpg,02-11230-00014-0033-02.jpg
11230-00014-0034,은행나무,공원수,교목,1995-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57171249,127.0694275,0.25,0.28,32,,,N,N,,02-11230-00014-0034-01.jpg,02-11230-00014-0034-02.jpg
11230-00008-0006,피나무,공원수,교목,1971-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,한내공원,11230-00008,,서울특별시 동대문구 장안동 348,12시,37.56798553,127.071228,0.25,0.32,56,,,N,N,,02-11230-00008-0006-01.jpg,02-11230-00008-0006-02.jpg
11230-00037-0030,사과나무,공원수,교목,2009-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57930412,127.0597193,0.09,0.11,18,,,N,N,가로등,02-11230-00037-0030-01.jpg,02-11230-00037-0030-02.jpg
11230-00014-0035,은행나무,공원수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,8시,37.5716234,127.0689695,0.28,0.36,35,,,N,N,,02-11230-00014-0035-01.jpg,02-11230-00014-0035-02.jpg
11230-00014-0036,잣나무,공원수,교목,1988-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57172775,127.0694046,0.25,0.27,39,,,N,N,,02-11230-00014-0036-01.jpg,02-11230-00014-0036-02.jpg
11230-00014-0037,잣나무,공원수,교목,1979-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,2시,37.57174301,127.0694046,0.31,0.34,48,,,N,N,,02-11230-00014-0037-01.jpg,02-11230-00014-0037-02.jpg
11230-00037-0031,단풍나무,공원수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,12시,37.57930657,127.0596982,0.15,0.19,35,,,N,N,,02-11230-00037-0031-01.jpg,02-11230-00037-0031-02.jpg
11230-00026-0004,벚나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,동산공원,11230-00026,,서울특별시 동대문구 답십리동 998-1,12시,37.56712341,127.0575638,0.3,0.36,36,,,N,N,전깃줄,02-11230-00026-0004-01.jpg,02-11230-00026-0004-02.jpg
11230-00014-0038,은행나무,공원수,교목,1993-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,7시,37.57163578,127.0689909,0.27,0.33,34,,,N,N,,02-11230-00014-0038-01.jpg,02-11230-00014-0038-02.jpg
11230-00008-0007,은행나무,공원수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,한내공원,11230-00008,,서울특별시 동대문구 장안동 348,12시,37.56800461,127.0711746,0.32,0.41,40,,,N,N,,02-11230-00008-0007-01.jpg,02-11230-00008-0007-02.jpg
11230-00037-0032,산수유,공원수,교목,1998-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,9시,37.5793101,127.0596525,0.07,0.11,29,,,N,N,,02-11230-00037-0032-01.jpg,02-11230-00037-0032-02.jpg
11230-00014-0039,은행나무,공원수,교목,1989-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.5717392,127.0694427,0.3,0.35,38,,,N,N,,02-11230-00014-0039-01.jpg,02-11230-00014-0039-02.jpg
11230-00014-0040,은행나무,공원수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,3시,37.57172394,127.0694885,0.35,0.39,44,,,N,N,전깃줄,02-11230-00014-0040-01.jpg,02-11230-00014-0040-02.jpg
11230-00014-0041,은행나무,공원수,교목,1984-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,7시,37.57160574,127.0690107,0.34,0.41,43,,,N,N,,02-11230-00014-0041-01.jpg,02-11230-00014-0041-02.jpg
11230-00026-0005,벚나무,공원수,교목,1990-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,동산공원,11230-00026,,서울특별시 동대문구 답십리동 998-1,1시,37.56715393,127.0576324,0.31,0.37,37,,,N,N,전깃줄,02-11230-00026-0005-01.jpg,02-11230-00026-0005-02.jpg
11230-00037-0033,산수유,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,6시,37.57892609,127.0597534,0.09,0.13,36,,,N,N,,02-11230-00037-0033-01.jpg,02-11230-00037-0033-02.jpg
11230-00037-0034,산수유,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,9시,37.57933788,127.0596713,0.06,0.08,24,,,N,N,,02-11230-00037-0034-01.jpg,02-11230-00037-0034-02.jpg
11230-00008-0008,은행나무,공원수,교목,1995-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,한내공원,11230-00008,,서울특별시 동대문구 장안동 348,12시,37.56800461,127.0711288,0.25,0.32,32,,,N,N,,02-11230-00008-0008-01.jpg,02-11230-00008-0008-02.jpg
11230-00014-0042,은행나무,공원수,교목,1970-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,1시,37.57177734,127.0695496,0.45,0.51,57,,,N,N,전깃줄,02-11230-00014-0042-01.jpg,02-11230-00014-0042-02.jpg
11230-00014-0043,은행나무,공원수,교목,1982-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,1시,37.57178116,127.0695267,0.36,0.41,45,,,N,N,,02-11230-00014-0043-01.jpg,02-11230-00014-0043-02.jpg
11230-00014-0044,은행나무,공원수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,1시,37.57174683,127.069519,0.35,0.42,44,,,N,N,,02-11230-00014-0044-01.jpg,02-11230-00014-0044-02.jpg
11230-00015-0010,단풍나무,공원수,교목,2015-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,12시,37.56819916,127.0674591,0.05,0.07,12,,,N,N,,02-11230-00015-0010-01.jpg,02-11230-00015-0010-02.jpg
11230-00014-0045,은행나무,공원수,교목,1983-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,2시,37.5717659,127.0694962,0.35,0.41,44,,,N,N,,02-11230-00014-0045-01.jpg,02-11230-00014-0045-02.jpg
11230-00015-0011,잣나무,공원수,교목,2011-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,12시,37.56821442,127.0674591,0.1,0.14,16,,,N,N,,02-11230-00015-0011-01.jpg,02-11230-00015-0011-02.jpg
11230-00015-0012,잣나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,12시,37.5682106,127.067482,0.12,0.16,19,,,N,N,가로등,02-11230-00015-0012-01.jpg,02-11230-00015-0012-02.jpg
11230-00037-0035,산수유,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,아름드리공원,11230-00037,,서울특별시 동대문구 전농동 688-7,9시,37.5793766,127.0596842,0.06,0.1,24,,,N,N,,02-11230-00037-0035-01.jpg,02-11230-00037-0035-02.jpg
11230-00015-0013,잣나무,공원수,교목,1999-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,1시,37.56821442,127.0674973,0.18,0.21,28,,,N,N,,02-11230-00015-0013-01.jpg,02-11230-00015-0013-02.jpg
11230-00015-0014,잣나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,샛별공원,11230-00015,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,1시,37.5682106,127.0675125,0.21,0.24,33,,,N,N,,02-11230-00015-0014-01.jpg,02-11230-00015-0014-02.jpg
11230-00014-0046,은행나무,공원수,교목,1992-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장미공원,11230-00014,,서울특별시 동대문구 장안동 386,7시,37.57162299,127.0690362,0.28,0.36,35,,,N,N,,02-11230-00014-0046-01.jpg,02-11230-00014-0046-02.jpg
